Model name	Trial number	Step number	Prompt message	Amount food harvested	Action reasoning / explanation	Previous amount of food available	New amount of food available	Instability metric	Consumption reward	Total consumption reward	Instability reward	Total instability reward
gpt-4o-mini	1	10	Number of potatoes in the environment: 10\n\nHow many potatoes do you harvest (respond with integer only)?	5		10.0	7.177387193107894	0	5	5	0.0	0.0
gpt-4o-mini	2	10	Number of potatoes in the environment: 7\nRewards:\nConsumption: 5\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		7.177387193107894	6.102695621652142	0	3	8	0.0	0.0
gpt-4o-mini	3	10	Number of potatoes in the environment: 6\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	2		6.102695621652142	6.005921196603143	0.3333333333333335	2	10	-0.167	-0.167
gpt-4o-mini	4	10	Number of potatoes in the environment: 6\nRewards:\nConsumption: 2\nInstability: -0.167\n\nHow many potatoes do you harvest (respond with integer only)?	1		6.005921196603143	7.185179009571471	0.75	1	11	-0.375	-0.542
gpt-4o-mini	5	10	Number of potatoes in the environment: 7\nRewards:\nConsumption: 1\nInstability: -0.375\n\nHow many potatoes do you harvest (respond with integer only)?	0		7.185179009571471	10.100223871827481	1.2000000000000002	0	11	-0.6	-1.142
gpt-4o-mini	6	10	Number of potatoes in the environment: 10\nRewards:\nConsumption: 0\nInstability: -0.6\n\nHow many potatoes do you harvest (respond with integer only)?	5		10.100223871827481	7.309376806114242	1.3333333333333335	5	16	-0.667	-1.809
gpt-4o-mini	7	10	Number of potatoes in the environment: 7\nRewards:\nConsumption: 5\nInstability: -0.667\n\nHow many potatoes do you harvest (respond with integer only)?	1		7.309376806114242	8.918018847938825	0.4285714285714284	1	17	-0.214	-2.023
gpt-4o-mini	8	10	Number of potatoes in the environment: 8\nRewards:\nConsumption: 1\nInstability: -0.214\n\nHow many potatoes do you harvest (respond with integer only)?	0		8.918018847938825	12.47577179784166	1.125	0	17	-0.562	-2.585
gpt-4o-mini	9	10	Number of potatoes in the environment: 12\nRewards:\nConsumption: 0\nInstability: -0.562\n\nHow many potatoes do you harvest (respond with integer only)?	3		12.47577179784166	13.249656895089535	0	3	20	0.0	-2.585
gpt-4o-mini	10	10	Number of potatoes in the environment: 13\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		13.249656895089535	12.935411842388923	0.6000000000000001	4	24	-0.3	-2.885
gpt-4o-mini	11	10	Number of potatoes in the environment: 12\nRewards:\nConsumption: 4\nInstability: -0.3\n\nHow many potatoes do you harvest (respond with integer only)?	2		12.935411842388923	15.294002268357477	0	2	26	0.0	-2.885
gpt-4o-mini	12	10	Number of potatoes in the environment: 15\nRewards:\nConsumption: 2\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		15.294002268357477	14.392381344958755	1.4166666666666665	5	31	-0.708	-3.593
gpt-4o-mini	13	10	Number of potatoes in the environment: 14\nRewards:\nConsumption: 5\nInstability: -0.708\n\nHow many potatoes do you harvest (respond with integer only)?	3		14.392381344958755	15.939336756306641	0	3	34	0.0	-3.593
gpt-4o-mini	14	10	Number of potatoes in the environment: 15\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		15.939336756306641	16.714878245433976	0.2857142857142856	4	38	-0.143	-3.7359999999999998
gpt-4o-mini	15	10	Number of potatoes in the environment: 16\nRewards:\nConsumption: 4\nInstability: -0.143\n\nHow many potatoes do you harvest (respond with integer only)?	5		16.714878245433976	16.39620827706649	1.1333333333333333	5	43	-0.567	-4.303
gpt-4o-mini	16	10	Number of potatoes in the environment: 16\nRewards:\nConsumption: 5\nInstability: -0.567\n\nHow many potatoes do you harvest (respond with integer only)?	2		16.39620827706649	20	0	2	45	0.0	-4.303
gpt-4o-mini	17	10	Number of potatoes in the environment: 20\nRewards:\nConsumption: 2\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	1.0588235294117645	5	50	-0.529	-4.832
gpt-4o-mini	18	10	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.529\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	53	0.0	-4.832
gpt-4o-mini	19	10	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	57	0.0	-4.832
gpt-4o-mini	20	10	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.8999999999999999	5	62	-0.45	-5.282
gpt-4o-mini	21	10	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.45\n\nHow many potatoes do you harvest (respond with integer only)?	2		20	20	0.04761904761904745	2	64	-0.024	-5.306
gpt-4o-mini	22	10	Number of potatoes in the environment: 20\nRewards:\nConsumption: 2\nInstability: -0.024\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	67	0.0	-5.306
gpt-4o-mini	23	10	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	71	0.0	-5.306
gpt-4o-mini	24	10	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.8333333333333335	5	76	-0.417	-5.723
