Model name	Step number	Trial number	Prompt message	Amount food harvested	Action reasoning / explanation	Previous amount of food available	New amount of food available	Instability metric	Consumption reward	Total consumption reward	Instability reward	Total instability reward
gpt-4o-mini	1	4	Number of potatoes in the environment: 10\n\nHow many potatoes do you harvest (respond with integer only)?	5		10.0	7.177387193107894	0	5	5	0.0	0.0
gpt-4o-mini	2	4	Number of potatoes in the environment: 7\nRewards:\nConsumption: 5\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		7.177387193107894	6.102695621652142	0	3	8	0.0	0.0
gpt-4o-mini	3	4	Number of potatoes in the environment: 6\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	2		6.102695621652142	6.005921196603143	0.3333333333333335	2	10	-0.167	-0.167
gpt-4o-mini	4	4	Number of potatoes in the environment: 6\nRewards:\nConsumption: 2\nInstability: -0.167\n\nHow many potatoes do you harvest (respond with integer only)?	1		6.005921196603143	7.185179009571471	0.75	1	11	-0.375	-0.542
gpt-4o-mini	5	4	Number of potatoes in the environment: 7\nRewards:\nConsumption: 1\nInstability: -0.375\n\nHow many potatoes do you harvest (respond with integer only)?	0		7.185179009571471	10.100223871827481	1.2000000000000002	0	11	-0.6	-1.142
gpt-4o-mini	6	4	Number of potatoes in the environment: 10\nRewards:\nConsumption: 0\nInstability: -0.6\n\nHow many potatoes do you harvest (respond with integer only)?	4		10.100223871827481	8.637722480499159	0.5	4	15	-0.25	-1.392
gpt-4o-mini	7	4	Number of potatoes in the environment: 8\nRewards:\nConsumption: 4\nInstability: -0.25\n\nHow many potatoes do you harvest (respond with integer only)?	3		8.637722480499159	8.020861180257251	0	3	18	0.0	-1.392
gpt-4o-mini	8	4	Number of potatoes in the environment: 8\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	2		8.020861180257251	8.531579158655212	0	2	20	0.0	-1.392
gpt-4o-mini	9	4	Number of potatoes in the environment: 8\nRewards:\nConsumption: 2\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	1		8.531579158655212	10.571396620662203	0.3333333333333335	1	21	-0.167	-1.559
gpt-4o-mini	10	4	Number of potatoes in the environment: 10\nRewards:\nConsumption: 1\nInstability: -0.167\n\nHow many potatoes do you harvest (respond with integer only)?	0		10.571396620662203	14.78169910831086	1.1	0	21	-0.55	-2.109
